GeneID1	Symbol1	GeneID2	Symbol2
10159	ATP6AP2	2	A2M
56983	POGLUT1	2	A2M
66005	CHID1	2	A2M
145864	HAPLN3	2	A2M
515	ATP5PB	12	SERPINA3
6610	SMPD2	12	SERPINA3
6839	SUV39H1	12	SERPINA3
7070	THY1	12	SERPINA3
10165	SLC25A13	12	SERPINA3
26353	HSPB8	12	SERPINA3
54438	GFOD1	12	SERPINA3
57035	RSRP1	12	SERPINA3
57338	JPH3	12	SERPINA3
84547	PGBD1	12	SERPINA3
6285	S100B	14	AAMP
8641	PCDHGB4	14	AAMP
10076	PTPRU	14	AAMP
79630	C1orf54	14	AAMP
740	MRPL49	16	AARS1
939	CD27	16	AARS1
968	CD68	16	AARS1
4793	NFKBIB	16	AARS1
4879	NPPB	16	AARS1
5191	PEX7	16	AARS1
9392	TGFBRAP1	16	AARS1
9846	GAB2	16	AARS1
11017	SNRNP27	16	AARS1
23038	WDTC1	16	AARS1
25904	CNOT10	16	AARS1
27287	VENTX	16	AARS1
55735	DNAJC11	16	AARS1
55794	DDX28	16	AARS1
56107	PCDHGA9	16	AARS1
57179	KIAA1191	16	AARS1
64854	USP46	16	AARS1
81618	ITM2C	16	AARS1
84108	PCGF6	16	AARS1
84277	DNAJC30	16	AARS1
92935	MARS2	16	AARS1
114885	OSBPL11	16	AARS1
373863	DND1	16	AARS1
3831	KLC1	18	ABAT
1047	CLGN	20	ABCA2
26232	FBXO2	20	ABCA2
11326	VSIG4	22	ABCB7
54940	OCIAD1	22	ABCB7
3030	HADHA	26	AOC1
6382	SDC1	26	AOC1
6383	SDC2	26	AOC1
6385	SDC4	26	AOC1
79012	CAMKV	26	AOC1
147808	ZNF784	26	AOC1
1902	LPAR1	27	ABL2
2077	ERF	27	ABL2
3312	HSPA8	27	ABL2
4690	NCK1	27	ABL2
8440	NCK2	27	ABL2
9529	BAG5	27	ABL2
9532	BAG2	27	ABL2
9610	RIN1	27	ABL2
10174	SORBS3	27	ABL2
11334	TUSC2	27	ABL2
84626	KRBA1	27	ABL2
93436	ARMC6	27	ABL2
112849	L3HYPDH	27	ABL2
146330	FBXL16	27	ABL2
404636	DENND10	27	ABL2
548645	DNAJC25	27	ABL2
58526	MID1IP1	31	ACACA
3959	LGALS3BP	32	ACACB
58526	MID1IP1	32	ACACB
740	MRPL49	34	ACADM
5292	PIM1	34	ACADM
9212	AURKB	34	ACADM
27287	VENTX	34	ACADM
2799	GNS	35	ACADS
3458	IFNG	35	ACADS
8220	ESS2	35	ACADS
55006	TRMT61B	35	ACADS
941	CD80	36	ACADSB
2840	GPR17	36	ACADSB
4277	MICB	36	ACADSB
5292	PIM1	36	ACADSB
9212	AURKB	36	ACADSB
154091	SLC2A12	36	ACADSB
10483	SEC23B	37	ACADVL
50852	TRAT1	37	ACADVL
55794	DDX28	37	ACADVL
81618	ITM2C	37	ACADVL
3155	HMGCL	38	ACAT1
55006	TRMT61B	38	ACAT1
55794	DDX28	38	ACAT1
81618	ITM2C	38	ACAT1
200523	TEX37	38	ACAT1
203068	TUBB	38	ACAT1
939	CD27	39	ACAT2
4879	NPPB	39	ACAT2
5191	PEX7	39	ACAT2
23038	WDTC1	39	ACAT2
27287	VENTX	39	ACAT2
55794	DDX28	39	ACAT2
81618	ITM2C	39	ACAT2
340069	FAM170A	39	ACAT2
345757	FAM174A	39	ACAT2
1047	CLGN	43	ACHE
3956	LGALS1	43	ACHE
8292	COLQ	43	ACHE
79630	C1orf54	43	ACHE
387911	C1QTNF9B	43	ACHE
832	CAPZB	48	ACO1
740	MRPL49	50	ACO2
4938	OAS1	50	ACO2
5191	PEX7	50	ACO2
9846	GAB2	50	ACO2
11017	SNRNP27	50	ACO2
25904	CNOT10	50	ACO2
27287	VENTX	50	ACO2
51649	MRPS23	50	ACO2
55794	DDX28	50	ACO2
81618	ITM2C	50	ACO2
84277	DNAJC30	50	ACO2
114885	OSBPL11	50	ACO2
373863	DND1	50	ACO2
1266	CNN3	51	ACOX1
5913	RAPSN	51	ACOX1
5998	RGS3	51	ACOX1
6610	SMPD2	51	ACOX1
6839	SUV39H1	51	ACOX1
11072	DUSP14	51	ACOX1
26292	MYCBP	51	ACOX1
27287	VENTX	51	ACOX1
55175	KLHL11	51	ACOX1
56940	DUSP22	51	ACOX1
79876	UBA5	51	ACOX1
134285	TMEM171	51	ACOX1
5305	PIP4K2A	52	ACP1
887	CCKBR	53	ACP2
963	CD53	53	ACP2
1047	CLGN	53	ACP2
1235	CCR6	53	ACP2
1901	S1PR1	53	ACP2
1903	S1PR3	53	ACP2
2833	CXCR3	53	ACP2
3354	HTR1E	53	ACP2
3358	HTR2C	53	ACP2
3956	LGALS1	53	ACP2
3958	LGALS3	53	ACP2
7433	VIPR1	53	ACP2
8698	S1PR4	53	ACP2
10960	LMAN2	53	ACP2
23673	STX12	53	ACP2
26232	FBXO2	53	ACP2
51704	GPRC5B	53	ACP2
55194	EVA1B	53	ACP2
55794	DDX28	53	ACP2
56928	SPPL2B	53	ACP2
58477	SRPRB	53	ACP2
1136	CHRNA3	55	ACP3
6610	SMPD2	55	ACP3
6839	SUV39H1	55	ACP3
7070	THY1	55	ACP3
10165	SLC25A13	55	ACP3
26292	MYCBP	55	ACP3
140462	ASB9	55	ACP3
285855	RPL7L1	55	ACP3
4240	MFGE8	58	ACTA1
51649	MRPS23	58	ACTA1
55243	KIRREL1	58	ACTA1
284654	RSPO1	58	ACTA1
338872	C1QTNF9	58	ACTA1
1627	DBN1	59	ACTA2
10391	CORO2B	59	ACTA2
94134	ARHGAP12	59	ACTA2
1627	DBN1	60	ACTB
94134	ARHGAP12	60	ACTB
9124	PDLIM1	81	ACTN4
605	BCL7A	86	ACTL6A
6602	SMARCD1	86	ACTL6A
9124	PDLIM1	87	ACTN1
4240	MFGE8	88	ACTN2
9124	PDLIM1	88	ACTN2
51649	MRPS23	88	ACTN2
53339	BTBD1	88	ACTN2
338872	C1QTNF9	88	ACTN2
4240	MFGE8	89	ACTN3
9124	PDLIM1	89	ACTN3
51649	MRPS23	89	ACTN3
53339	BTBD1	89	ACTN3
54881	TEX10	89	ACTN3
55243	KIRREL1	89	ACTN3
338872	C1QTNF9	89	ACTN3
1718	DHCR24	90	ACVR1
5819	NECTIN2	90	ACVR1
6429	SRSF4	90	ACVR1
10008	KCNE3	90	ACVR1
23155	CLCC1	90	ACVR1
93	ACVR2B	91	ACVR1B
5159	PDGFRB	91	ACVR1B
221188	ADGRG5	91	ACVR1B
93	ACVR2B	92	ACVR2A
4277	MICB	92	ACVR2A
8788	DLK1	92	ACVR2A
740	MRPL49	95	ACY1
5746	PTH2R	95	ACY1
5867	RAB4A	95	ACY1
6570	SLC18A1	95	ACY1
27287	VENTX	95	ACY1
51368	TEX264	95	ACY1
51400	PPME1	95	ACY1
57709	SLC7A14	95	ACY1
57720	GPR107	95	ACY1
81618	ITM2C	95	ACY1
154091	SLC2A12	95	ACY1
345757	FAM174A	95	ACY1
388951	TSPYL6	95	ACY1
81833	SPACA1	100	ADA
1047	CLGN	102	ADAM10
2137	EXTL3	102	ADAM10
3077	HFE	102	ADAM10
4277	MICB	102	ADAM10
6327	SCN2B	102	ADAM10
7078	TIMP3	102	ADAM10
10394	PRG3	102	ADAM10
10960	LMAN2	102	ADAM10
23555	TSPAN15	102	ADAM10
26232	FBXO2	102	ADAM10
26270	FBXO6	102	ADAM10
30010	NXPH1	102	ADAM10
64100	ELSPBP1	102	ADAM10
79630	C1orf54	102	ADAM10
116372	LYPD1	102	ADAM10
160065	PATE1	102	ADAM10
338328	GPIHBP1	102	ADAM10
388633	LDLRAD1	102	ADAM10
388650	DIPK1A	102	ADAM10
619279	ZNF704	102	ADAM10
3609	ILF3	103	ADAR
79169	C1orf35	103	ADAR
1047	CLGN	109	ADCY3
27091	CACNG5	111	ADCY5
10345	TRDN	112	ADCY6
11041	B4GAT1	112	ADCY6
50674	NEUROG3	112	ADCY6
2833	CXCR3	113	ADCY7
7852	CXCR4	113	ADCY7
57007	ACKR3	113	ADCY7
57156	TMEM63C	113	ADCY7
6433	SFSWAP	115	ADCY9
10422	UBAC1	115	ADCY9
23306	NEMP1	115	ADCY9
23378	RRP8	115	ADCY9
91408	BTF3L4	115	ADCY9
126147	NTN5	115	ADCY9
119	ADD2	118	ADD1
147463	ANKRD29	118	ADD1
9330	GTF3C3	119	ADD2
147463	ANKRD29	120	ADD3
1687	GSDME	123	PLIN2
1902	LPAR1	123	PLIN2
23761	PISD	123	PLIN2
50814	NSDHL	123	PLIN2
56616	DIABLO	123	PLIN2
57146	TMEM159	123	PLIN2
64786	TBC1D15	123	PLIN2
652	BMP4	131	ADH7
5913	RAPSN	131	ADH7
10562	OLFM4	131	ADH7
57035	RSRP1	131	ADH7
3965	LGALS9	132	ADK
4879	NPPB	132	ADK
6610	SMPD2	132	ADK
9846	GAB2	132	ADK
25904	CNOT10	132	ADK
27287	VENTX	132	ADK
55735	DNAJC11	132	ADK
55794	DDX28	132	ADK
56107	PCDHGA9	132	ADK
92935	MARS2	132	ADK
283237	TTC9C	132	ADK
373863	DND1	132	ADK
4938	OAS1	159	ADSS2
23038	WDTC1	159	ADSS2
27287	VENTX	159	ADSS2
55735	DNAJC11	159	ADSS2
55794	DDX28	159	ADSS2
56107	PCDHGA9	159	ADSS2
84277	DNAJC30	159	ADSS2
122622	ADSS1	159	ADSS2
283237	TTC9C	159	ADSS2
373863	DND1	159	ADSS2
273	AMPH	160	AP2A1
1175	AP2S1	160	AP2A1
10921	RNPS1	160	AP2A1
51429	SNX9	160	AP2A1
55738	ARFGAP1	160	AP2A1
85021	REPS1	160	AP2A1
273	AMPH	161	AP2A2
1175	AP2S1	161	AP2A2
10228	STX6	161	AP2A2
10921	RNPS1	161	AP2A2
51429	SNX9	161	AP2A2
55738	ARFGAP1	161	AP2A2
85021	REPS1	161	AP2A2
1175	AP2S1	162	AP1B1
950	SCARB2	164	AP1G1
2833	CXCR3	164	AP1G1
10312	TCIRG1	164	AP1G1
4239	MFAP4	166	TLE5
7088	TLE1	166	TLE5
7089	TLE2	166	TLE5
51433	ANAPC5	166	TLE5
2266	FGG	174	AFP
57179	KIAA1191	174	AFP
84548	TMEM185A	175	AGA
8987	STBD1	178	AGL
3956	LGALS1	182	JAG1
6610	SMPD2	202	CRYBG1
4240	MFGE8	203	AK1
4879	NPPB	203	AK1
6610	SMPD2	203	AK1
9846	GAB2	203	AK1
11017	SNRNP27	203	AK1
23038	WDTC1	203	AK1
51649	MRPS23	203	AK1
55243	KIRREL1	203	AK1
338872	C1QTNF9	203	AK1
740	MRPL49	205	AK4
4793	NFKBIB	205	AK4
4879	NPPB	205	AK4
9846	GAB2	205	AK4
27287	VENTX	205	AK4
54940	OCIAD1	205	AK4
55735	DNAJC11	205	AK4
55794	DDX28	205	AK4
81618	ITM2C	205	AK4
92935	MARS2	205	AK4
445328	ARHGEF35	210	ALAD
923	CD6	214	ALCAM
3956	LGALS1	214	ALCAM
3958	LGALS3	214	ALCAM
9329	GTF3C4	214	ALCAM
79096	C11orf49	214	ALCAM
444	ASPH	215	ABCD1
1896	EDA	215	ABCD1
2357	FPR1	215	ABCD1
6273	S100A2	215	ABCD1
7782	SLC30A4	215	ABCD1
7852	CXCR4	215	ABCD1
55800	SCN3B	215	ABCD1
57007	ACKR3	215	ABCD1
57326	PBXIP1	215	ABCD1
64083	GOLPH3	215	ABCD1
113174	SAAL1	215	ABCD1
114990	VASN	215	ABCD1
136263	SSMEM1	215	ABCD1
340547	VSIG1	215	ABCD1
6610	SMPD2	216	ALDH1A1
51530	ZC3HC1	216	ALDH1A1
55218	EXD2	216	ALDH1A1
80746	TSEN2	216	ALDH1A1
84619	ZGPAT	216	ALDH1A1
158787	RIBC1	216	ALDH1A1
1329	COX5B	217	ALDH2
3249	HPN	217	ALDH2
4070	TACSTD2	217	ALDH2
5318	PKP2	217	ALDH2
5913	RAPSN	217	ALDH2
6610	SMPD2	217	ALDH2
9212	AURKB	217	ALDH2
9846	GAB2	217	ALDH2
27287	VENTX	217	ALDH2
55006	TRMT61B	217	ALDH2
81618	ITM2C	217	ALDH2
84331	MCRIP2	217	ALDH2
404636	DENND10	217	ALDH2
652	BMP4	218	ALDH3A1
6610	SMPD2	218	ALDH3A1
57035	RSRP1	218	ALDH3A1
6610	SMPD2	220	ALDH1A3
26292	MYCBP	220	ALDH1A3
27294	DHDH	220	ALDH1A3
817	CAMK2D	221	ALDH3B1
1317	SLC31A1	221	ALDH3B1
2512	FTL	221	ALDH3B1
2773	GNAI3	221	ALDH3B1
5631	PRPS1	221	ALDH3B1
8220	ESS2	221	ALDH3B1
10294	DNAJA2	221	ALDH3B1
10534	ZNRD2	221	ALDH3B1
57826	RAP2C	221	ALDH3B1
65263	PYCR3	221	ALDH3B1
83540	NUF2	221	ALDH3B1
113174	SAAL1	221	ALDH3B1
113174	SAAL1	224	ALDH3A2
387357	THEMIS	240	ALOX5
3034	HAL	242	ALOX12B
5318	PKP2	242	ALOX12B
5913	RAPSN	242	ALOX12B
6610	SMPD2	242	ALOX12B
6839	SUV39H1	242	ALOX12B
11253	MAN1B1	242	ALOX12B
26292	MYCBP	242	ALOX12B
317719	KLHL10	242	ALOX12B
1140	CHRNB1	267	AMFR
3737	KCNA2	267	AMFR
6574	SLC20A1	267	AMFR
6584	SLC22A5	267	AMFR
23197	FAF2	267	AMFR
54946	SLC41A3	267	AMFR
92305	TMEM129	267	AMFR
154091	SLC2A12	267	AMFR
923	CD6	271	AMPD2
960	CD44	271	AMPD2
3030	HADHA	271	AMPD2
6382	SDC1	271	AMPD2
6383	SDC2	271	AMPD2
6385	SDC4	271	AMPD2
8479	HIRIP3	271	AMPD2
8712	PAGE1	271	AMPD2
10921	RNPS1	271	AMPD2
27287	VENTX	271	AMPD2
50717	DCAF8	271	AMPD2
55794	DDX28	271	AMPD2
84285	EIF1AD	271	AMPD2
84717	HDGFL2	271	AMPD2
85403	EAF1	271	AMPD2
79983	POF1B	273	AMPH
273	AMPH	274	BIN1
566	AZU1	274	BIN1
740	MRPL49	274	BIN1
968	CD68	274	BIN1
27287	VENTX	274	BIN1
51649	MRPS23	274	BIN1
55794	DDX28	274	BIN1
81488	POLR2M	274	BIN1
283237	TTC9C	274	BIN1
338872	C1QTNF9	274	BIN1
4109	MAGEA10	288	ANK3
79176	FBXL15	293	SLC25A6
81570	CLPB	293	SLC25A6
126299	ZNF428	302	ANXA2
3965	LGALS9	307	ANXA4
6610	SMPD2	307	ANXA4
6839	SUV39H1	307	ANXA4
51324	SPG21	307	ANXA4
55794	DDX28	307	ANXA4
283237	TTC9C	307	ANXA4
55794	DDX28	311	ANXA11
321	APBA2	320	APBA1
64130	LIN7B	320	APBA1
1317	SLC31A1	321	APBA2
10483	SEC23B	321	APBA2
163702	IFNLR1	321	APBA2
4070	TACSTD2	322	APBB1
1861	TOR1A	323	APBB2
6622	SNCA	323	APBB2
10049	DNAJB6	323	APBB2
10345	TRDN	323	APBB2
37	ACADVL	324	APC
1962	EHHADH	324	APC
7483	WNT9A	324	APC
7529	YWHAB	324	APC
23291	FBXW11	324	APC
30851	TAX1BP3	324	APC
56998	CTNNBIP1	324	APC
64130	LIN7B	324	APC
64764	CREB3L2	324	APC
90187	EMILIN3	324	APC
126147	NTN5	324	APC
150280	HORMAD2	324	APC
338761	C1QL4	327	APEH
801	CALM1	329	BIRC2
958	CD40	329	BIRC2
2919	CXCL1	329	BIRC2
5886	RAD23A	329	BIRC2
6320	CLEC11A	329	BIRC2
7133	TNFRSF1B	329	BIRC2
7185	TRAF1	329	BIRC2
10446	LRRN2	329	BIRC2
27342	RABGEF1	329	BIRC2
28962	OSTM1	329	BIRC2
54472	TOLLIP	329	BIRC2
56616	DIABLO	329	BIRC2
56674	TMEM9B	329	BIRC2
64900	LPIN3	329	BIRC2
84000	TMPRSS13	329	BIRC2
7185	TRAF1	330	BIRC3
4241	MELTF	331	XIAP
5657	PRTN3	331	XIAP
6320	CLEC11A	331	XIAP
28962	OSTM1	331	XIAP
56616	DIABLO	331	XIAP
388650	DIPK1A	331	XIAP
323	APBB2	333	APLP1
321	APBA2	334	APLP2
323	APBB2	334	APLP2
1902	LPAR1	334	APLP2
9546	APBA3	334	APLP2
1141	CHRNB2	335	APOA1
1393	CRHBP	335	APOA1
2823	GPM6A	335	APOA1
6610	SMPD2	335	APOA1
10018	BCL2L11	335	APOA1
10218	ANGPTL7	335	APOA1
57035	RSRP1	335	APOA1
2823	GPM6A	336	APOA2
3354	HTR1E	338	APOB
6185	RPN2	338	APOB
92691	TMEM169	338	APOB
1861	TOR1A	347	APOD
3950	LECT2	347	APOD
4059	BCAM	347	APOD
4762	NEUROG1	347	APOD
5106	PCK2	347	APOD
5868	RAB5A	347	APOD
6376	CX3CL1	347	APOD
6839	SUV39H1	347	APOD
8733	GPAA1	347	APOD
11321	GPN1	347	APOD
23495	TNFRSF13B	347	APOD
26231	LRRC29	347	APOD
28956	LAMTOR2	347	APOD
29968	PSAT1	347	APOD
51023	MRPS18C	347	APOD
80310	PDGFD	347	APOD
80789	INTS5	347	APOD
93621	MRFAP1	347	APOD
219771	CCNY	347	APOD
321	APBA2	351	APP
323	APBB2	351	APP
9546	APBA3	351	APP
824	CAPN2	355	FAS
5538	PPT1	355	FAS
7280	TUBB2A	355	FAS
10381	TUBB3	355	FAS
23057	NMNAT2	355	FAS
81027	TUBB1	355	FAS
84866	TMEM25	355	FAS
203068	TUBB	355	FAS
338872	C1QTNF9	355	FAS
345757	FAM174A	355	FAS
5304	PIP	357	SHROOM2
7529	YWHAB	357	SHROOM2
8440	NCK2	357	SHROOM2
10971	YWHAQ	357	SHROOM2
64764	CREB3L2	357	SHROOM2
7529	YWHAB	369	ARAF
8974	P4HA2	369	ARAF
10971	YWHAQ	369	ARAF
64764	CREB3L2	369	ARAF
381	ARF5	377	ARF3
10123	ARL4C	379	ARL4D
84866	TMEM25	379	ARL4D
4879	NPPB	381	ARF5
65988	ZNF747	381	ARF5
27287	VENTX	384	ARG2
389	RHOC	387	RHOA
28511	NKIRAS2	387	RHOA
55092	TMEM51	390	RND3
64764	CREB3L2	390	RND3
740	MRPL49	391	RHOG
2358	FPR2	391	RHOG
4070	TACSTD2	391	RHOG
4793	NFKBIB	391	RHOG
5910	RAP1GDS1	391	RHOG
27287	VENTX	391	RHOG
56107	PCDHGA9	391	RHOG
404636	DENND10	391	RHOG
740	MRPL49	392	ARHGAP1
2512	FTL	392	ARHGAP1
3965	LGALS9	392	ARHGAP1
4879	NPPB	392	ARHGAP1
5191	PEX7	392	ARHGAP1
6610	SMPD2	392	ARHGAP1
9846	GAB2	392	ARHGAP1
11258	DCTN3	392	ARHGAP1
25904	CNOT10	392	ARHGAP1
27287	VENTX	392	ARHGAP1
55735	DNAJC11	392	ARHGAP1
55794	DDX28	392	ARHGAP1
57179	KIAA1191	392	ARHGAP1
81618	ITM2C	392	ARHGAP1
92935	MARS2	392	ARHGAP1
158062	LCN6	392	ARHGAP1
283237	TTC9C	392	ARHGAP1
283870	BRICD5	392	ARHGAP1
56888	KCMF1	394	ARHGAP5
64764	CREB3L2	395	ARHGAP6
4879	NPPB	402	ARL2
5191	PEX7	402	ARL2
9094	UNC119	402	ARL2
23038	WDTC1	402	ARL2
27020	NPTN	402	ARL2
27287	VENTX	402	ARL2
55794	DDX28	402	ARL2
55800	SCN3B	402	ARL2
203068	TUBB	402	ARL2
340547	VSIG1	402	ARL2
6102	RP2	403	ARL3
9094	UNC119	403	ARL3
9846	GAB2	403	ARL3
55794	DDX28	403	ARL3
4861	NPAS1	405	ARNT
5305	PIP4K2A	408	ARRB1
84717	HDGFL2	408	ARRB1
5305	PIP4K2A	409	ARRB2
84717	HDGFL2	409	ARRB2
1047	CLGN	410	ARSA
5267	SERPINA4	410	ARSA
5819	NECTIN2	410	ARSA
6013	RLN1	410	ARSA
6429	SRSF4	410	ARSA
10648	SCGB1D1	410	ARSA
25818	KLK5	410	ARSA
55554	KLK15	410	ARSA
79630	C1orf54	410	ARSA
160065	PATE1	410	ARSA
1047	CLGN	411	ARSB
26232	FBXO2	411	ARSB
26273	FBXO3	411	ARSB
79630	C1orf54	411	ARSB
1006	CDH8	421	ARVCF
8974	P4HA2	421	ARVCF
30851	TAX1BP3	421	ARVCF
283208	P4HA3	421	ARVCF
963	CD53	427	ASAH1
1047	CLGN	427	ASAH1
2958	GTF2A2	427	ASAH1
5913	RAPSN	427	ASAH1
6433	SFSWAP	427	ASAH1
6610	SMPD2	427	ASAH1
6839	SUV39H1	427	ASAH1
8220	ESS2	427	ASAH1
22977	AKR7A3	427	ASAH1
26232	FBXO2	427	ASAH1
26292	MYCBP	427	ASAH1
26353	HSPB8	427	ASAH1
51530	ZC3HC1	427	ASAH1
317719	KLHL10	427	ASAH1
6201	RPS7	433	ASGR2
27020	NPTN	433	ASGR2
51608	GET4	439	GET3
4711	NDUFB5	440	ASNS
9846	GAB2	440	ASNS
81618	ITM2C	440	ASNS
1903	S1PR3	444	ASPH
1947	EFNB1	444	ASPH
6855	SYP	444	ASPH
10921	RNPS1	444	ASPH
740	MRPL49	445	ASS1
2810	SFN	445	ASS1
3249	HPN	445	ASS1
4070	TACSTD2	445	ASS1
9846	GAB2	445	ASS1
10268	RAMP3	445	ASS1
50674	NEUROG3	445	ASS1
56934	CA10	445	ASS1
81618	ITM2C	445	ASS1
404636	DENND10	445	ASS1
1191	CLU	462	SERPINC1
1991	ELANE	462	SERPINC1
3956	LGALS1	462	SERPINC1
3958	LGALS3	462	SERPINC1
7903	ST8SIA4	462	SERPINC1
81847	RNF146	462	SERPINC1
92369	SPSB4	462	SERPINC1
2357	FPR1	472	ATM
2833	CXCR3	472	ATM
2840	GPR17	472	ATM
3354	HTR1E	472	ATM
7434	VIPR2	472	ATM
7782	SLC30A4	472	ATM
7852	CXCR4	472	ATM
9993	DGCR2	472	ATM
10518	CIB2	472	ATM
10994	ILVBL	472	ATM
11318	GPR182	472	ATM
11326	VSIG4	472	ATM
27020	NPTN	472	ATM
27334	P2RY10	472	ATM
53632	PRKAG3	472	ATM
54584	GNB1L	472	ATM
54940	OCIAD1	472	ATM
55800	SCN3B	472	ATM
57007	ACKR3	472	ATM
64175	P3H1	472	ATM
79844	ZDHHC11	472	ATM
286530	P2RY8	472	ATM
3065	HDAC1	473	RERE
5929	RBBP5	473	RERE
8655	DYNLL1	473	RERE
11091	WDR5	473	RERE
140735	DYNLL2	473	RERE
478	ATP1A3	476	ATP1A1
478	ATP1A3	477	ATP1A2
478	ATP1A3	479	ATP12A
478	ATP1A3	480	ATP1A4
478	ATP1A3	481	ATP1B1
478	ATP1A3	483	ATP1B3
51649	MRPS23	487	ATP2A1
53339	BTBD1	487	ATP2A1
55243	KIRREL1	487	ATP2A1
338872	C1QTNF9	487	ATP2A1
554	AVPR2	490	ATP2B1
801	CALM1	490	ATP2B1
1903	S1PR3	490	ATP2B1
2840	GPR17	490	ATP2B1
3354	HTR1E	490	ATP2B1
6273	S100A2	490	ATP2B1
10803	CCR9	490	ATP2B1
27020	NPTN	490	ATP2B1
93377	OPALIN	490	ATP2B1
554	AVPR2	491	ATP2B2
801	CALM1	491	ATP2B2
1903	S1PR3	491	ATP2B2
2833	CXCR3	491	ATP2B2
3354	HTR1E	491	ATP2B2
3958	LGALS3	491	ATP2B2
6273	S100A2	491	ATP2B2
9993	DGCR2	491	ATP2B2
27020	NPTN	491	ATP2B2
93377	OPALIN	491	ATP2B2
682	BSG	493	ATP2B4
801	CALM1	493	ATP2B4
1902	LPAR1	493	ATP2B4
1903	S1PR3	493	ATP2B4
2833	CXCR3	493	ATP2B4
3958	LGALS3	493	ATP2B4
3964	LGALS8	493	ATP2B4
3965	LGALS9	493	ATP2B4
4735	SEPTIN2	493	ATP2B4
9993	DGCR2	493	ATP2B4
10803	CCR9	493	ATP2B4
11006	LILRB4	493	ATP2B4
27020	NPTN	493	ATP2B4
93377	OPALIN	493	ATP2B4
152519	NIPAL1	493	ATP2B4
506	ATP5F1B	498	ATP5F1A
1718	DHCR24	506	ATP5F1B
1903	S1PR3	506	ATP5F1B
506	ATP5F1B	509	ATP5F1C
506	ATP5F1B	515	ATP5PB
522	ATP5PF	515	ATP5PB
7434	VIPR2	515	ATP5PB
27122	DKK3	515	ATP5PB
92691	TMEM169	515	ATP5PB
941	CD80	518	ATP5MC3
1902	LPAR1	518	ATP5MC3
2358	FPR2	518	ATP5MC3
3354	HTR1E	518	ATP5MC3
506	ATP5F1B	521	ATP5ME
506	ATP5F1B	522	ATP5PF
526	ATP6V1B2	523	ATP6V1A
534	ATP6V1G2	523	ATP6V1A
3958	LGALS3	523	ATP6V1A
10159	ATP6AP2	523	ATP6V1A
10312	TCIRG1	523	ATP6V1A
23545	ATP6V0A2	523	ATP6V1A
51606	ATP6V1H	523	ATP6V1A
245973	ATP6V1C2	523	ATP6V1A
526	ATP6V1B2	525	ATP6V1B1
534	ATP6V1G2	525	ATP6V1B1
535	ATP6V0A1	525	ATP6V1B1
3958	LGALS3	525	ATP6V1B1
10159	ATP6AP2	525	ATP6V1B1
10312	TCIRG1	525	ATP6V1B1
23545	ATP6V0A2	525	ATP6V1B1
50617	ATP6V0A4	525	ATP6V1B1
51606	ATP6V1H	525	ATP6V1B1
245973	ATP6V1C2	525	ATP6V1B1
534	ATP6V1G2	526	ATP6V1B2
535	ATP6V0A1	526	ATP6V1B2
3958	LGALS3	526	ATP6V1B2
6610	SMPD2	526	ATP6V1B2
10159	ATP6AP2	526	ATP6V1B2
10312	TCIRG1	526	ATP6V1B2
23545	ATP6V0A2	526	ATP6V1B2
50617	ATP6V0A4	526	ATP6V1B2
51606	ATP6V1H	526	ATP6V1B2
90231	KIAA2013	526	ATP6V1B2
245973	ATP6V1C2	526	ATP6V1B2
534	ATP6V1G2	527	ATP6V0C
3098	HK1	527	ATP6V0C
10159	ATP6AP2	527	ATP6V0C
10312	TCIRG1	527	ATP6V0C
23208	SYT11	527	ATP6V0C
50617	ATP6V0A4	527	ATP6V0C
51108	METTL9	527	ATP6V0C
64689	GORASP1	527	ATP6V0C
90231	KIAA2013	527	ATP6V0C
340547	VSIG1	527	ATP6V0C
526	ATP6V1B2	528	ATP6V1C1
534	ATP6V1G2	528	ATP6V1C1
535	ATP6V0A1	528	ATP6V1C1
3958	LGALS3	528	ATP6V1C1
4879	NPPB	528	ATP6V1C1
10312	TCIRG1	528	ATP6V1C1
23545	ATP6V0A2	528	ATP6V1C1
50617	ATP6V0A4	528	ATP6V1C1
81618	ITM2C	528	ATP6V1C1
245973	ATP6V1C2	528	ATP6V1C1
526	ATP6V1B2	529	ATP6V1E1
534	ATP6V1G2	529	ATP6V1E1
535	ATP6V0A1	529	ATP6V1E1
3958	LGALS3	529	ATP6V1E1
6610	SMPD2	529	ATP6V1E1
8480	RAE1	529	ATP6V1E1
10159	ATP6AP2	529	ATP6V1E1
10312	TCIRG1	529	ATP6V1E1
23545	ATP6V0A2	529	ATP6V1E1
27287	VENTX	529	ATP6V1E1
50617	ATP6V0A4	529	ATP6V1E1
51606	ATP6V1H	529	ATP6V1E1
245973	ATP6V1C2	529	ATP6V1E1
534	ATP6V1G2	537	ATP6AP1
535	ATP6V0A1	537	ATP6AP1
1047	CLGN	537	ATP6AP1
1902	LPAR1	537	ATP6AP1
3122	HLA-DRA	537	ATP6AP1
3958	LGALS3	537	ATP6AP1
10159	ATP6AP2	537	ATP6AP1
10184	LHFPL2	537	ATP6AP1
10312	TCIRG1	537	ATP6AP1
10345	TRDN	537	ATP6AP1
10960	LMAN2	537	ATP6AP1
23545	ATP6V0A2	537	ATP6AP1
50617	ATP6V0A4	537	ATP6AP1
51019	WASHC3	537	ATP6AP1
51108	METTL9	537	ATP6AP1
